V1,V2
"Williams, William Carlos",Section on Historical and Cultural Medicine
"Williams, William Carlos","New York Council of the Arts, Sciences, and Professions"
"Williams, William Carlos",New York Herald Tribune
"Williams, William Carlos",New York Post
"Williams, William Carlos",New York Times Company
"Williams, William Carlos",New York University
"Williams, William Carlos",The New Yorker
"Williams, William Carlos","Newman, Muriel Kallis Steinberg"
"Williams, William Carlos","Newmann, Louis"
"Williams, William Carlos",The Public Library of Newark New Jersey
"Williams, William Carlos","Niedecker, Lorine"
"Williams, William Carlos","Niese, Henry"
"Williams, William Carlos","Second folder purchased on Alvord and McCullough funds,1973"
"Williams, William Carlos",Nimrod
"Williams, William Carlos","Nin, Anaïs"
"Williams, William Carlos",Noonday Press
"Williams, William Carlos","Norman, Charles"
"Williams, William Carlos","Norman, Dorothy"
"Williams, William Carlos","Norse, Harold"
"Williams, William Carlos",North Carolina College for Negroes
"Williams, William Carlos",Northern Review of Writing and the Arts in Canada
"Williams, William Carlos","Northwestern University (Evanston, Ill.)"
"Williams, William Carlos","Noyes, Arthur"
"Williams, William Carlos","O'Brien, Edward"
"Williams, William Carlos","O'Keeffe, Georgia"
"Williams, William Carlos",The Official Source Records Fund
"Williams, William Carlos",Old Sturbridge Village
"Williams, William Carlos","Olson, Charles"
"Williams, William Carlos","Opffer, Ivan"
"Williams, William Carlos","Oppen, George"
"Williams, William Carlos","Oppenheimer, Joel"
"Williams, William Carlos","Orage, A. R. (Alfred Richard)"
"Williams, William Carlos","Orlovitz, Gil"
"Williams, William Carlos","Ostrom, Alan"
"Williams, William Carlos","Oxford University Press, Inc."
"Williams, William Carlos",Peter Owen Limited
"Williams, William Carlos",Pacifica Foundation
"Williams, William Carlos",Pagany
"Williams, William Carlos","Paquette, Donald J."
"Williams, William Carlos","Paquette, Donald J."
"Williams, William Carlos","Purchased on Alivord and Matthiessen funds, December 1965"
"Williams, William Carlos","Parkes, H. B."
"Williams, William Carlos","Parkes, Raymond"
"Williams, William Carlos","Parker, Wyman"
"Williams, William Carlos","Parone, Ed"
"Williams, William Carlos","Partch, Harry"
"Williams, William Carlos",Partisan Review
"Williams, William Carlos","Pearce, Charles"
"Williams, William Carlos","Pearce, J. Kenneth (John Kenneth)"
"Williams, William Carlos","Pearce, J. Kenneth (John Kenneth)"
"Williams, William Carlos","Pearson, Norman Holmes"
"Williams, William Carlos",Folder 569 [1 p. ; 28 cm.]
"Williams, William Carlos",Folder 568 [57 p. ; 28 cm. and smaller]
"Williams, William Carlos",Folder 567 [37 p. ; 28 cm. and smaller]
"Williams, William Carlos","Peck, Jim"
"Williams, William Carlos",Commonwealth of Pennsylvania
"Williams, William Carlos","Perham, Herbert N."
"Williams, William Carlos",Perspective
"Williams, William Carlos","Pettitt, Kenneth"
"Williams, William Carlos",Phaidon Press Ltd.
"Williams, William Carlos",City of Philadelphia
"Williams, William Carlos",Philadelphia Fine Arts Center
"Williams, William Carlos",Philosophical Library
"Williams, William Carlos","Pike, John"
"Williams, William Carlos","Pinck, Joan"
"Williams, William Carlos",Platform
"Williams, William Carlos","Platt, David"
"Williams, William Carlos",Playwrights
"Williams, William Carlos",Poems in Folio (Firm)
"Williams, William Carlos",Poetry
"Williams, William Carlos",Poetry Awards
"Williams, William Carlos",The Poetry Center
"Williams, William Carlos",Poetry Dial
"Williams, William Carlos",Poetry Ireland (Group)
"Williams, William Carlos",Poetry Quarterly
"Williams, William Carlos",Poetry Society of America
"Williams, William Carlos",Poetry Society of Georgia
"Williams, William Carlos","Porter, Beau"
"Williams, William Carlos",Portfolio
"Williams, William Carlos","Post, Arnold"
"Williams, William Carlos","Poulin Jr., Alfred"
"Williams, William Carlos","Pound, Dorothy and Omar S."
"Williams, William Carlos","Pound, Ezra"
"Williams, William Carlos",Présence
"Williams, William Carlos",Princeton University
"Williams, William Carlos",Princeton University Press
"Williams, William Carlos","Purdy, James"
"Williams, William Carlos",Quarterly Review of Literature
"Williams, William Carlos",Queens College
"Williams, William Carlos","Quinn, Kerker"
"Williams, William Carlos","Quinn, Mary Bernetta"
"Williams, William Carlos",Radio-Keith-Orpheum Corporation
"Williams, William Carlos",Radiodiffusion Française
"Williams, William Carlos","Rago, Henry"
"Williams, William Carlos","Rakosi, Carl"
"Williams, William Carlos",Random House (Firm)
"Williams, William Carlos","Raworth, Tom"
"Williams, William Carlos","Rayaprol, Srinivas M."
"Williams, William Carlos",The Record Hunter
"Williams, William Carlos","Reed, Henry"
"Williams, William Carlos","Reeve, Paul"
"Williams, William Carlos","Reid, Frederick W."
"Williams, William Carlos",The Republic
"Williams, William Carlos","Rexroth, Kenneth"
"Williams, William Carlos","Reznikoff, Charles"
"Williams, William Carlos","Richardson, Bruce"
"Williams, William Carlos","Richardson, Frank Howard"
"Williams, William Carlos","Richter, Robert"
"Williams, William Carlos","Rieger, Carl"
"Williams, William Carlos","Roberts, John"
"Williams, William Carlos","Robin, Harry"
"Williams, William Carlos","Roche, Paul"
"Williams, William Carlos","Roethke, Theodore"
"Williams, William Carlos","Romano, Emanuel"
"Williams, William Carlos","Rosenberg, Harold"
"Williams, William Carlos","Rosenfeld, Isaac"
"Williams, William Carlos","Rosenfeld, Paul"
"Williams, William Carlos","Rosenthal, Mack"
"Williams, William Carlos","Roth, William"
"Williams, William Carlos","Ruda, Henry"
"Williams, William Carlos","Rudin, Paul"
"Williams, William Carlos","Russell, Doris"
"Williams, William Carlos","Russell, Helen"
"Williams, William Carlos",Rutgers University
"Williams, William Carlos",Rutherford High School
"Williams, William Carlos","St. John's College (Annapolis, Md.)"
"Williams, William Carlos",San Francisco Review
"Williams, William Carlos","Sanford, John"
"Williams, William Carlos","Sanford, Julian"
"Williams, William Carlos",Sarah Lawrence College
"Williams, William Carlos",The Saturday Review
"Williams, William Carlos","Schlesinger, Arthur M. (Arthur Meier)"
"Williams, William Carlos","Schneider, Eleanor"
"Williams, William Carlos","Schorer, Mark"
"Williams, William Carlos","Schware, H. C."
"Williams, William Carlos","Schwartz, Horace"
"Williams, William Carlos","Schwartz, Delmore"
"Williams, William Carlos","Scott, Winfield Townley"
"Williams, William Carlos",The Scribner Book Store
"Williams, William Carlos",Charles Scribner's Sons
"Williams, William Carlos","Seiffert, Marjorie Allen"
"Williams, William Carlos",Selection
"Williams, William Carlos","Sellin, Eric"
"Williams, William Carlos","Sethi, Narendra Kumar"
"Williams, William Carlos",The Sewanee Review
"Williams, William Carlos",Shakespeare and Company
"Williams, William Carlos","Shapiro, Harvey"
"Williams, William Carlos","Shapiro, Karl Jay"
"Williams, William Carlos","Sheeler, Charles"
"Williams, William Carlos","Shepard, Richard"
"Williams, William Carlos",Shigaku
"Williams, William Carlos",The Shoe String Press
"Williams, William Carlos","Shoemaker, Brant"
"Williams, William Carlos","Siegel, Eli"
"Williams, William Carlos","Silvermman, Richard"
"Williams, William Carlos","Simon and Schuster, inc."
"Williams, William Carlos","Simpson, Dallam"
"Williams, William Carlos","Sinclair, Upton"
"Williams, William Carlos","Sitwell, Edith, Dame"
"Williams, William Carlos","Slate, Joseph"
"Williams, William Carlos","Smith, E. O."
"Williams, William Carlos","Solomon, Carl"
"Williams, William Carlos","Solt, Mary Ellen"
"Williams, William Carlos","Sorrentino, Gilbert"
"Williams, William Carlos","Southard, Bud"
"Williams, William Carlos",Southern Review (Organization)
"Williams, William Carlos","The Spanish Institute, Inc."
"Williams, William Carlos","Stallman, R. W. (Robert Wooster)"
"Williams, William Carlos","Stein, Gertrude"
"Williams, William Carlos","Steinberg, Harris"
"Williams, William Carlos","Stephens, Pauline F."
"Williams, William Carlos","Stevens, Wallace"
"Williams, William Carlos","Stewart, Fred"
"Williams, William Carlos","Stieglitz, Alfred"
"Williams, William Carlos","Stock, Noel"
"Williams, William Carlos",Story and The Story Press
"Williams, William Carlos","Sutton, Walter"
"Williams, William Carlos","Suwa, Y?"
"Williams, William Carlos",Swarthmore College
"Williams, William Carlos",The Symposium
"Williams, William Carlos",12th Street: A Quarterly
"Williams, William Carlos","Tate, Allen"
"Williams, William Carlos","Taupin, Renè"
"Williams, William Carlos","The Theatre Guild, Inc."
"Williams, William Carlos",Think
"Williams, William Carlos","Thirlwall, John C."
"Williams, William Carlos",The Times
"Williams, William Carlos","Tio, Felix E."
"Williams, William Carlos",Today's Japan: Orient/West
"Williams, William Carlos","Tomlinson, Charles"
"Williams, William Carlos","Topping, S.J."
"Williams, William Carlos",Trinity College
"Williams, William Carlos","Turnbull, Gael"
"Williams, William Carlos","Turner, Alva Nola"
"Williams, William Carlos","Turner, Bill"
"Williams, William Carlos",Twentieth Century-Fox Film Corporation
"Williams, William Carlos","Tyler, Parker"
"Williams, William Carlos","Uhlmann, Joachim"
"Williams, William Carlos","Ungar, Florence"
"Williams, William Carlos",United States
"Williams, William Carlos",United States Fidelity and Guaranty Company
"Williams, William Carlos",United States Navy Dept. Bureau of Medicine and Surgery
"Williams, William Carlos",University of British Columbia
"Williams, William Carlos",University of Buffalo
"Williams, William Carlos",University of California
"Williams, William Carlos",University of Connecticut
"Williams, William Carlos",University of Detroit
"Williams, William Carlos",University of Kansas City
"Williams, William Carlos",University of Maine
"Williams, William Carlos",University of Minnesota
"Williams, William Carlos",Number not used
"Williams, William Carlos",The University of New Mexico
"Williams, William Carlos",University of Pennsylvania
"Williams, William Carlos",University of Puerto Rico
"Williams, William Carlos",University of Rochester
"Williams, William Carlos",University of Saskatchewan
"Williams, William Carlos",University of Texas
"Williams, William Carlos",University of Virginia
"Williams, William Carlos",University of Washington
"Williams, William Carlos",Unitarian Fellowship in Paradise Valley
"Williams, William Carlos","Unterecker, John Eugene"
"Williams, William Carlos","Untermeyer, Louis"
"Williams, William Carlos","Van Duyn, Mona"
"Williams, William Carlos",Van Vechten Press
"Williams, William Carlos",Variegation
"Williams, William Carlos","Varney, John"
"Williams, William Carlos","Vazakas, Byron"
"Williams, William Carlos","Vázques Amaral, José"
"Williams, William Carlos","Vidal, Amparo Rodriguez"
"Williams, William Carlos","Viereck, Peter"
"Williams, William Carlos",View
"Williams, William Carlos",The Viking Press Inc.
"Williams, William Carlos","Villa, José García"
"Williams, William Carlos",Virginia
"Williams, William Carlos",The Virginia Quarterly Review
"Williams, William Carlos",Vogue
"Williams, William Carlos","von Erfta, Eleanor"
"Williams, William Carlos","Votava, Vivian"
"Williams, William Carlos",Voyager
"Williams, William Carlos",W. B. Keeler College Stores
"Williams, William Carlos",W. W. Norton & Company
"Williams, William Carlos",Wake Editions
"Williams, William Carlos",Walker Art Center
"Williams, William Carlos","Wallace, Robert"
"Williams, William Carlos","Walt Disney Productions, Inc."
"Williams, William Carlos","Wang, David"
"Williams, William Carlos","Waring, A. J."
"Williams, William Carlos","Warlow, Francis W."
"Williams, William Carlos",Warner Bros.
"Williams, William Carlos",Mary Warren and Bert Gross
"Williams, William Carlos",Washington University
"Williams, William Carlos",Wayne State University
"Williams, William Carlos","Weber, Ben"
"Williams, William Carlos","Weinberger, Tony"
"Williams, William Carlos","Weiss, Neil"
"Williams, William Carlos","Weiss, Theodor"
"Williams, William Carlos","Welch, Lewis"
"Williams, William Carlos","Wellcome, Irving"
"Williams, William Carlos",Wellesley College
"Williams, William Carlos","Wells, Charles"
"Williams, William Carlos","Wells, Henry"
"Williams, William Carlos","West, Nathanael"
"Williams, William Carlos","Wetteran, Bob"
"Williams, William Carlos","Whalen, Philip"
"Williams, William Carlos","Whigham, Peter"
"Williams, William Carlos",Whitney Museum of American Art
"Williams, William Carlos",Who's Who in America
"Williams, William Carlos","William Sloane Associates, Inc."
"Williams, William Carlos","Williams, Daphne"
"Williams, William Carlos","Williams, Edgar"
"Williams, William Carlos","Williams, Florence H. (Florence Herman)"
"Williams, William Carlos","Williams, Jonathan"
"Williams, William Carlos","Williams, Paul"
"Williams, William Carlos","Williams, Paul, Jr."
"Williams, William Carlos","Williams, Raquel Héléna Rose Hoheb and E. Wellcome (retyped) and calling cards"
"Williams, William Carlos","Williams, Raquel Héléna Rose Hoheb"
"Williams, William Carlos","Williams, Suzanne"
"Williams, William Carlos","Williams, Tennessee"
"Williams, William Carlos","Williams, Virginia"
"Williams, William Carlos","Williams, William Eric"
"Williams, William Carlos","Williams, William George"
"Williams, William Carlos","Wilson, T. C."
"Williams, William Carlos","Winters, Yvor"
"Williams, William Carlos","Witt-Diamant, Ruth"
"Williams, William Carlos","Wittemore, Reed"
"Williams, William Carlos","Wood, Audrey"
"Williams, William Carlos","Woodward, Don"
"Williams, William Carlos",Yaddo (Artist's colony)
"Williams, William Carlos",Yale University
"Williams, William Carlos","Yohalem, Rona A."
"Williams, William Carlos","Young, Lafayette"
"Williams, William Carlos","Zabriskie, George"
"Williams, William Carlos","Zara, Louis"
"Williams, William Carlos",Zero
"Williams, William Carlos",Ziff-Davis Publishing Company
"Williams, William Carlos",Zone
"Williams, William Carlos",Zorach
"Williams, William Carlos","Zukofsky, Louis"
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
"Williams, William Carlos",
